scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Tripos karstenii,841256,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos karstenii,North Central Pacific Gyre
Dotyella hawaiiensis var. clavata,846583,Variety,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Sarcomeniaceae,Dotyella,Dotyella hawaiiensis,North Central Pacific Gyre
Berthellina delicata,863427,Species,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Berthellina,Berthellina delicata,North Central Pacific Gyre
Zenopontonia soror,871471,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Zenopontonia,Zenopontonia soror,North Central Pacific Gyre
Pseudoceros paralaticlavus,878936,Species,Animalia,Platyhelminthes,NA,Polycladida,Pseudocerotidae,Pseudoceros,Pseudoceros paralaticlavus,North Central Pacific Gyre
Clivipollia costata,887756,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Prodotiidae,Clivipollia,Clivipollia costata,North Central Pacific Gyre
Elopomorpha,991849,Superorder,Animalia,Chordata,Actinopteri,NA,NA,NA,NA,North Central Pacific Gyre
Kyphosus ocyurus,1018702,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus ocyurus,North Central Pacific Gyre
Acarinina collactea,1027475,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Truncorotaloididae,Acarinina,Acarinina collactea,North Central Pacific Gyre
Fohsella praefohsi,1047809,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Fohsella,Fohsella praefohsi,North Central Pacific Gyre
Pseudonebularia tabanula,1060721,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Pseudonebularia,Pseudonebularia tabanula,North Central Pacific Gyre
Strigatella luctuosa,1061218,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Strigatella,Strigatella luctuosa,North Central Pacific Gyre
Naria erosa erosa,1075043,Subspecies,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Naria,Naria erosa,North Central Pacific Gyre
Gonioinfradens paucidentatus,1250203,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Gonioinfradens,Gonioinfradens paucidentatus,North Central Pacific Gyre
Microsolena,1289676,Genus,Animalia,Cnidaria,Anthozoa,Scleractinia,Comoseriidae,Microsolena,NA,North Central Pacific Gyre
Parahyocrinus giganteus,1309347,Species,Animalia,Echinodermata,Crinoidea,Hyocrinida,Hyocrinidae,Parahyocrinus,Parahyocrinus giganteus,North Central Pacific Gyre
Lissodiadema purpureum,1316363,Species,Animalia,Echinodermata,Echinoidea,Diadematoida,Lissodiadematidae,Lissodiadema,Lissodiadema purpureum,North Central Pacific Gyre
Ophelina manana,1326936,Species,Animalia,Annelida,Polychaeta,NA,Opheliidae,Ophelina,Ophelina manana,North Central Pacific Gyre
Melanothamnus upolensis,1359513,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus upolensis,North Central Pacific Gyre
Anthoptilum inermis,1397603,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Anthoptilidae,Anthoptilum,Anthoptilum inermis,North Central Pacific Gyre
Myurellopsis undulata,1415869,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,Myurellopsis,Myurellopsis undulata,North Central Pacific Gyre
Myurellopsis kilburni,1417647,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,Myurellopsis,Myurellopsis kilburni,North Central Pacific Gyre
Myurella pertusa,1417656,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Terebridae,Myurella,Myurella pertusa,North Central Pacific Gyre
Iotyrris kingae,1441488,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Iotyrris,Iotyrris kingae,North Central Pacific Gyre
Clausocalanus arcuicornis arcuicornis,1461626,Subspecies,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus arcuicornis,North Central Pacific Gyre
Dulcerana granularis,1472303,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Dulcerana,Dulcerana granularis,North Central Pacific Gyre
Tritonoranella ranelloides,1472449,Species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Bursidae,Tritonoranella,Tritonoranella ranelloides,North Central Pacific Gyre
Plesiothyreus granocostatus,1514323,Species,Animalia,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Plesiothyreus,Plesiothyreus granocostatus,North Central Pacific Gyre
Carangiformes,1517532,Order,Animalia,Chordata,Teleostei,Carangiformes,NA,NA,NA,North Central Pacific Gyre
Montipora ehrenbergii,1581035,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora ehrenbergii,North Central Pacific Gyre
Turritellidae,127,Family,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Turritellidae,NA,NA,North Central Pacific Gyre
Cephalaspidea,154,Order,Animalia,Mollusca,Gastropoda,Cephalaspidea,NA,NA,NA,North Central Pacific Gyre
Acteonidae,155,Family,Animalia,Mollusca,Gastropoda,NA,Acteonidae,NA,NA,North Central Pacific Gyre
Gastrochaenidae,250,Family,Animalia,Mollusca,Bivalvia,Gastrochaenida,Gastrochaenidae,NA,NA,North Central Pacific Gyre
Phyllodocida,892,Order,Animalia,Annelida,Polychaeta,Phyllodocida,NA,NA,NA,North Central Pacific Gyre
Sphaerodoridae,957,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,NA,NA,North Central Pacific Gyre
Oweniidae,975,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,NA,North Central Pacific Gyre
Procellaria parkinsoni,225914,Species,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,Procellaria parkinsoni,North Central Pacific Gyre
Sardinella lemuru,272273,Species,Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sardinella,Sardinella lemuru,North Central Pacific Gyre
Dorvilleidae,971,Family,Animalia,Annelida,Polychaeta,Eunicida,Dorvilleidae,NA,NA,North Central Pacific Gyre
Peracarida,1090,Superorder,Animalia,Arthropoda,Malacostraca,NA,NA,NA,NA,North Central Pacific Gyre
Cumacea,1137,Order,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA,NA,North Central Pacific Gyre
Echiura,1269,Subclass,Animalia,Annelida,Polychaeta,NA,NA,NA,NA,North Central Pacific Gyre
Pycnogonida,1302,Class,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,North Central Pacific Gyre
Perciformes,11014,Order,Animalia,Chordata,Teleostei,Perciformes,NA,NA,NA,North Central Pacific Gyre
Telmatactis,100766,Genus,Animalia,Cnidaria,Anthozoa,Actiniaria,Andvakiidae,Telmatactis,NA,North Central Pacific Gyre
Arietellidae,104076,Family,Animalia,Arthropoda,Copepoda,Calanoida,Arietellidae,NA,NA,North Central Pacific Gyre
Gaussia princeps,104625,Species,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Gaussia,Gaussia princeps,North Central Pacific Gyre
Pontellopsis regalis,104745,Species,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Pontellopsis,Pontellopsis regalis,North Central Pacific Gyre
Scolecithrix bradyi,104820,Species,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithrix,Scolecithrix bradyi,North Central Pacific Gyre
Oxynaspididae,106049,Family,Animalia,Arthropoda,Thecostraca,Lepadiformes,Oxynaspididae,NA,NA,North Central Pacific Gyre
Verruca,106140,Genus,Animalia,Arthropoda,Thecostraca,Verrucomorpha,Verrucidae,Verruca,NA,North Central Pacific Gyre
Xanthoidea,106703,Superfamily,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,North Central Pacific Gyre
Goneplacidae,106757,Family,Animalia,Arthropoda,Malacostraca,Decapoda,Goneplacidae,NA,NA,North Central Pacific Gyre
Leucosiidae,106758,Family,Animalia,Arthropoda,Malacostraca,Decapoda,Leucosiidae,NA,NA,North Central Pacific Gyre
Solenocera,106826,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenocera,NA,North Central Pacific Gyre
Pagurus,106854,Genus,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,NA,North Central Pacific Gyre
Bentheogennema intermedia,107086,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Bentheogennema,Bentheogennema intermedia,North Central Pacific Gyre
Gennadas capensis,107094,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Gennadas,Gennadas capensis,North Central Pacific Gyre
Ephyrina benedicti,107585,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Ephyrina,Ephyrina benedicti,North Central Pacific Gyre
Notostomus elegans,107600,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Notostomus,Notostomus elegans,North Central Pacific Gyre
Brachycarpus biunguiculatus,107611,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Brachycarpus,Brachycarpus biunguiculatus,North Central Pacific Gyre
Ornithocercus,109464,Genus,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Ornithocercus,NA,North Central Pacific Gyre
Ceratium,109506,Genus,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,NA,North Central Pacific Gyre
Dinophysis hastata,109627,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,Dinophysis hastata,North Central Pacific Gyre
Dinophysis schuettii,109657,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,Dinophysis schuettii,North Central Pacific Gyre
Corythodinium diploconus,110073,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Corythodinium,Corythodinium diploconus,North Central Pacific Gyre
Oxytoxum longiceps,110099,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum longiceps,North Central Pacific Gyre
Oxytoxum longum,110100,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Oxytoxum,Oxytoxum longum,North Central Pacific Gyre
Thecadinium kofoidii,110273,Species,Chromista,Myzozoa,Dinophyceae,Peridiniales,Oxytoxaceae,Thecadinium,Thecadinium kofoidii,North Central Pacific Gyre
Protoceratium spinulosum,110322,Species,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Protoceratium,Protoceratium spinulosum,North Central Pacific Gyre
Stylocheiron robustum,110705,Species,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Stylocheiron,Stylocheiron robustum,North Central Pacific Gyre
Scrupocellaria,110866,Genus,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Scrupocellaria,NA,North Central Pacific Gyre
Reteporellina,110957,Genus,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporellina,NA,North Central Pacific Gyre
Astacolus,112283,Genus,Chromista,Foraminifera,Nodosariata,Vaginulinida,Vaginulinidae,Astacolus,NA,North Central Pacific Gyre
Lobatula lobatula,113118,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Cibicididae,Lobatula,Lobatula lobatula,North Central Pacific Gyre
Beella digitata,113433,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Beella,Beella digitata,North Central Pacific Gyre
Halyphysema tumanowiczii,113869,Species,Chromista,Foraminifera,Monothalamea,Astrorhizida,Halyphysemidae,Halyphysema,Halyphysema tumanowiczii,North Central Pacific Gyre
Obelia bidentata,117385,Species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,North Central Pacific Gyre
Geryonia proboscidalis,117567,Species,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Geryonia,Geryonia proboscidalis,North Central Pacific Gyre
Liriope tetraphylla,117568,Species,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Geryoniidae,Liriope,Liriope tetraphylla,North Central Pacific Gyre
Acryptolaria conferta,117679,Species,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Acryptolaria,Acryptolaria conferta,North Central Pacific Gyre
Limnoria,118420,Genus,Animalia,Arthropoda,Malacostraca,Isopoda,Limnoriidae,Limnoria,NA,North Central Pacific Gyre
Exosphaeroma,118429,Genus,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Exosphaeroma,NA,North Central Pacific Gyre
Mysidae,119822,Family,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,North Central Pacific Gyre
Brisinga,123210,Genus,Animalia,Echinodermata,Asteroidea,Brisingida,Brisingidae,Brisinga,NA,North Central Pacific Gyre
Marginaster,123319,Genus,Animalia,Echinodermata,Asteroidea,Valvatida,Poraniidae,Marginaster,NA,North Central Pacific Gyre
Antedon,123349,Genus,Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,Antedon,NA,North Central Pacific Gyre
Thaumatocrinus,123363,Genus,Animalia,Echinodermata,Crinoidea,Comatulida,Pentametrocrinidae,Thaumatocrinus,NA,North Central Pacific Gyre
Euapta,123447,Genus,Animalia,Echinodermata,Holothuroidea,Apodida,Synaptidae,Euapta,NA,North Central Pacific Gyre
Mesothuria,123465,Genus,Animalia,Echinodermata,Holothuroidea,Holothuriida,Mesothuriidae,Mesothuria,NA,North Central Pacific Gyre
Ophiocreas,123582,Genus,Animalia,Echinodermata,Ophiuroidea,Euryalida,Euryalidae,Ophiocreas,NA,North Central Pacific Gyre
Ophiacantha,123587,Genus,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,NA,North Central Pacific Gyre
Enypniastes eximia,124759,Species,Animalia,Echinodermata,Holothuroidea,Elasipodida,Pelagothuriidae,Enypniastes,Enypniastes eximia,North Central Pacific Gyre
Evermannellidae,125443,Family,Animalia,Chordata,Teleostei,Aulopiformes,Evermannellidae,NA,NA,North Central Pacific Gyre
Chiasmodontidae,125529,Family,Animalia,Chordata,Actinopteri,Scombriformes,Chiasmodontidae,NA,NA,North Central Pacific Gyre
Kyphosidae,125540,Family,Animalia,Chordata,Teleostei,Centrarchiformes,Kyphosidae,NA,NA,North Central Pacific Gyre
Percichthyidae,125549,Family,Animalia,Chordata,Teleostei,Centrarchiformes,Percichthyidae,NA,NA,North Central Pacific Gyre
Pleuronectidae,125579,Family,Animalia,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,NA,NA,North Central Pacific Gyre
Bathymicrops,125668,Genus,Animalia,Chordata,Actinopteri,Aulopiformes,Ipnopidae,Bathymicrops,NA,North Central Pacific Gyre
Trachonurus,125758,Genus,Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachonurus,NA,North Central Pacific Gyre
Dolopichthys,125807,Genus,Animalia,Chordata,Actinopteri,Lophiiformes,Oneirodidae,Dolopichthys,NA,North Central Pacific Gyre
Benthosema,125815,Genus,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,NA,North Central Pacific Gyre
Notolychnus,125830,Genus,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notolychnus,NA,North Central Pacific Gyre
Bassozetus,125856,Genus,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Bassozetus,NA,North Central Pacific Gyre
Holcomycteronus,125860,Genus,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Holcomycteronus,NA,North Central Pacific Gyre
Xiphias,126101,Genus,Animalia,Chordata,Actinopteri,Carangiformes,Xiphiidae,Xiphias,NA,North Central Pacific Gyre
Gonostoma,126189,Genus,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Gonostoma,NA,North Central Pacific Gyre
Maurolicus,126197,Genus,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Maurolicus,NA,North Central Pacific Gyre
Balistes,126228,Genus,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,Balistes,NA,North Central Pacific Gyre
Aluterus,126235,Genus,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Aluterus,NA,North Central Pacific Gyre
Simenchelys parasitica,126327,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Simenchelys,Simenchelys parasitica,North Central Pacific Gyre
Lamprogrammus niger,126672,Species,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Lamprogrammus,Lamprogrammus niger,North Central Pacific Gyre
Bathylaco nigricans,126688,Species,Animalia,Chordata,Actinopteri,Alepocephaliformes,Alepocephalidae,Bathylaco,Bathylaco nigricans,North Central Pacific Gyre
Eustomias simplex,127349,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Eustomias,Eustomias simplex,North Central Pacific Gyre
Leptostomias gladiator,127355,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Leptostomias,Leptostomias gladiator,North Central Pacific Gyre
Semicytherura,127617,Genus,Animalia,Arthropoda,Ostracoda,Podocopida,Cytheruridae,Semicytherura,NA,North Central Pacific Gyre
Anthoptilidae,128480,Family,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Anthoptilidae,NA,NA,North Central Pacific Gyre
Ampharete,129155,Genus,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,NA,North Central Pacific Gyre
Eunice,129278,Genus,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,NA,North Central Pacific Gyre
Namalycastis,129376,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Namalycastis,NA,North Central Pacific Gyre
Sthenelais,129595,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,NA,North Central Pacific Gyre
Streptosyllis,129678,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Streptosyllis,NA,North Central Pacific Gyre
Trypanosyllis,129681,Genus,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Trypanosyllis,NA,North Central Pacific Gyre
Eumida sanguinea,130644,Species,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,Eumida sanguinea,North Central Pacific Gyre
Serpula vermicularis,131051,Species,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,Serpula vermicularis,North Central Pacific Gyre
Cribrochalina,131776,Genus,Animalia,Porifera,Demospongiae,Haplosclerida,Niphatidae,Cribrochalina,NA,North Central Pacific Gyre
Cladorhiza,131895,Genus,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,NA,North Central Pacific Gyre
Chelonaplysilla erecta,132300,Species,Animalia,Porifera,Demospongiae,Dendroceratida,Darwinellidae,Chelonaplysilla,Chelonaplysilla erecta,North Central Pacific Gyre
Endeis,134588,Genus,Animalia,Arthropoda,Pycnogonida,Pantopoda,Endeidae,Endeis,NA,North Central Pacific Gyre
Javania cailleti,135198,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,Javania cailleti,North Central Pacific Gyre
Lysiosquillidae,136089,Family,Animalia,Arthropoda,Malacostraca,Stomatopoda,Lysiosquillidae,NA,NA,North Central Pacific Gyre
Pseudotanais,136246,Genus,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Pseudotanais,NA,North Central Pacific Gyre
Cuspidaria,137858,Genus,Animalia,Mollusca,Bivalvia,NA,Cuspidariidae,Cuspidaria,NA,North Central Pacific Gyre
Acteocina,137866,Genus,Animalia,Mollusca,Gastropoda,Cephalaspidea,Tornatinidae,Acteocina,NA,North Central Pacific Gyre
Goniodoris,138040,Genus,Animalia,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Goniodoris,NA,North Central Pacific Gyre
Kellia,138095,Genus,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,NA,North Central Pacific Gyre
Pinctada,138396,Genus,Animalia,Mollusca,Bivalvia,Ostreida,Margaritidae,Pinctada,NA,North Central Pacific Gyre
Crassostrea virginica,140657,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,North Central Pacific Gyre
Thysanozoon,142242,Genus,Animalia,Platyhelminthes,NA,Polycladida,Pseudocerotidae,Thysanozoon,NA,North Central Pacific Gyre
Gelidiaceae,143726,Family,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,NA,NA,North Central Pacific Gyre
Derbesia,143814,Genus,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Derbesiaceae,Derbesia,NA,North Central Pacific Gyre
Lophosiphonia,143917,Genus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Lophosiphonia,NA,North Central Pacific Gyre
Predaea,144161,Genus,Plantae,Rhodophyta,Florideophyceae,Nemastomatales,Nemastomataceae,Predaea,NA,North Central Pacific Gyre
Tribonema,144302,Genus,Chromista,Ochrophyta,Xanthophyceae,Tribonematales,Tribonemataceae,Tribonema,NA,North Central Pacific Gyre
Caulerpa cupressoides,144467,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa cupressoides,North Central Pacific Gyre
